AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,质量指标
26,79,15,26,10,15,0.98,23,100.13
26,66,16,25,9,15,1.09,10,100.35
38,131,24,37,9,18,1,10,100.34
25,57,14,25,13,16,0.99,12,99.83
27,67,15,26,14,15,1.08,20,99.83
28,59,17,28,14,17,1.14,29,99.91
47,156,33,39,14,17,1.17,37,100.1
56,152,39,51,14,17,1.02,54,80.01
48,128,32,46,13,18,0.92,50,99.94
56,188,39,52,16,16,0.93,38,79.72
29,51,17,28,16,16,1.13,30,99.7
28,41,18,27,18,18,1.21,35,99.59
43,88,30,37,13,16,1.04,40,100.04
71,191,51,66,17,25,1.12,36,79.93
71,205,51,64,19,21,1.1,38,79.71
45,88,30,42,16,18,1.08,39,99.78
54,118,38,54,20,21,0.98,40,79.36
53,85,36,55,20,21,0.95,36,79.31
78,189,57,81,22,30,1.21,39,79.58
69,143,50,68,22,23,1.15,39,79.45
66,179,48,64,25,24,1.15,17,79.13
20,24,13,15,18,18,1.03,33,99.36
26,66,18,21,19,17,0.91,26,99.19
30,72,21,24,14,14,0.8,22,99.61
49,130,34,39,14,19,0.83,29,99.77
48,142,34,37,11,17,0.76,40,100
52,138,36,47,16,19,0.66,58,79.42
74,200,54,64,19,22,0.82,73,79.46
62,113,44,58,20,26,0.79,79,79.23
94,190,70,94,23,41,1.02,66,79.42
101,195,76,88,13,38,1.05,39,60.51
82,199,61,72,18,23,0.91,60,79.72
95,255,72,103,17,37,1.08,65,80.1
149,301,113,144,20,48,1.26,42,60.39
132,259,100,122,18,34,1.27,33,60.47
143,243,109,140,18,47,1.5,30,60.79
94,317,70,96,17,39,1.45,31,80.45
46,215,27,42,10,13,0.8,63,100.07
36,72,19,36,10,10,0.49,70,99.68
39,68,24,42,12,18,0.65,55,99.69
72,191,52,80,17,38,0.95,47,79.77
79,210,58,80,22,31,0.99,45,79.37
93,246,69,96,21,41,1.17,60,79.76
111,301,84,104,21,37,1.14,53,59.88
137,334,104,104,18,29,1.19,46,60.43
65,235,47,44,11,25,1.27,33,80.64
42,110,26,38,15,18,0.81,43,99.57
42,96,24,42,15,18,0.6,47,99.34
48,92,32,48,18,23,0.7,46,99.22
46,78,30,43,15,19,0.69,51,99.49
74,163,53,84,20,40,0.98,46,79.51
94,250,68,112,20,53,1.07,35,79.75
119,288,90,140,24,62,1.4,41,59.9
146,320,110,161,21,69,1.46,47,60.46
135,319,102,148,25,49,1.33,59,59.85
73,196,49,93,19,23,1.03,52,79.62
58,108,37,67,21,23,0.9,57,79.17
100,312,74,129,17,50,1.19,52,80.23
114,297,86,137,18,62,1.37,55,60.43
133,262,100,149,19,64,1.5,32,60.6
65,97,46,68,19,30,1.11,58,79.67
82,150,60,85,15,39,1.14,54,80.24
93,147,69,98,13,41,1.09,68,80.48
62,132,44,62,10,24,0.99,61,80.43
32,23,20,29,10,17,1.17,36,100.37
67,143,48,62,15,20,1.13,43,80.11
46,86,30,44,12,22,1.03,57,100.13
58,138,41,64,9,21,0.75,78,80.26
110,327,83,115,19,34,1.06,42,59.99
134,348,100,107,12,31,1.22,26,61.02
119,344,90,102,16,32,1.41,26,60.71
52,134,37,51,13,20,0.95,36,80.02
62,159,44,65,14,24,1.04,55,80.08
93,263,69,94,9,37,1.13,55,80.92
81,238,59,82,11,31,1.03,54,80.52
57,125,41,56,14,28,1.13,59,80.14
109,337,82,102,9,35,1.09,58,61.01
84,320,62,74,11,25,1.14,33,80.66
24,29,16,18,11,16,1.02,30,100.08
13,11,8,10,9,12,0.99,34,100.17
20,29,13,16,9,10,0.83,44,100.06
57,111,41,49,11,9,0.66,47,79.97
41,99,29,34,10,12,0.72,51,100.01
67,260,48,56,12,18,0.96,53,80.24
86,328,64,73,8,20,0.99,56,80.83
74,328,55,61,11,19,1.06,36,80.51
30,70,20,27,11,12,0.79,60,99.89
44,159,29,44,8,13,0.62,70,100.11
69,277,49,66,10,23,0.73,47,80.22
92,330,68,88,15,35,1.1,54,80.28
82,297,60,81,10,31,0.93,80,80.53
77,267,56,76,14,26,0.97,89,80.13
108,351,81,110,15,42,1.3,63,60.61
80,318,55,79,9,26,0.87,69,80.52
62,267,44,51,7,18,0.8,47,80.54
21,48,15,16,11,16,0.89,21,99.94
22,38,15,20,10,14,0.85,32,100
48,198,34,43,6,20,0.97,19,100.71
38,193,26,37,9,19,1.12,17,100.48
25,41,17,22,10,14,0.92,57,100.09
54,189,39,46,10,22,0.94,50,80.33
53,157,38,40,7,22,0.99,24,80.67
24,10,17,19,6,21,1.18,10,100.75
22,17,15,19,8,15,1.06,21,100.41
28,57,19,26,9,13,0.86,52,100.15
39,93,27,34,7,15,0.86,32,100.43
20,10,14,18,8,16,0.89,12,100.23
16,8,10,14,8,17,0.97,14,100.27
20,9,13,18,9,19,1.02,12,100.25
26,17,17,25,11,16,0.98,13,100.05
35,35,23,35,17,18,1.05,13,99.58
61,125,43,61,18,28,1.25,23,79.88
72,183,52,70,7,32,1.06,45,80.88
67,160,47,68,7,30,0.94,41,80.71
69,204,48,75,7,30,0.88,43,80.66
61,196,43,65,6,20,0.77,49,80.6
54,158,35,57,6,23,0.75,34,80.5
35,69,24,36,12,21,0.83,19,99.87
31,49,17,32,18,16,0.89,38,99.26
127,348,53,203,18,22,0.78,47,59.51
107,318,58,165,17,38,0.91,43,59.79
104,318,72,155,13,35,1.08,61,60.5
101,296,76,118,8,36,1.1,49,61.06
85,259,59,96,8,35,1.06,43,80.85
64,210,43,74,6,28,0.9,42,80.73
69,166,49,78,12,31,1.15,27,80.44
63,128,44,66,7,20,0.95,46,80.69
51,78,33,54,5,17,0.84,51,80.67
61,168,42,71,7,18,0.85,72,80.57
59,257,41,65,6,19,0.79,60,80.6
59,280,41,64,7,21,0.82,41,80.53
44,237,26,45,10,16,0.93,21,100.19
35,107,23,34,9,15,0.93,32,100.26
28,34,19,24,8,14,0.9,27,100.29
43,98,29,44,14,20,1.04,29,99.93
68,288,49,65,16,31,1.18,17,80.07
21,8,10,21,10,16,0.9,35,100
32,49,20,29,10,19,0.72,47,99.92
26,22,18,22,5,16,0.81,40,100.49
38,87,26,36,9,21,0.96,27,100.32
57,245,38,62,12,27,1.17,12,80.35
36,116,19,37,15,20,0.96,18,99.65
28,47,14,28,13,18,0.94,17,99.78
22,19,13,22,9,17,0.92,24,100.15
23,20,13,23,11,17,0.91,22,99.94
26,15,15,26,10,17,0.9,40,100.05
20,14,12,15,5,16,0.86,45,100.48
17,10,4,6,4,14,0.85,53,100.49
30,31,17,30,6,30,1.03,28,100.6
41,95,23,41,6,23,0.85,39,100.48
43,122,24,43,5,17,0.76,56,100.5
49,180,31,52,5,23,0.83,61,100.64
49,228,32,50,6,17,0.78,50,100.5
33,107,20,31,7,17,1,31,100.5
17,10,10,16,8,15,0.91,29,100.21
18,12,10,18,9,17,0.93,28,100.13
27,42,17,26,8,21,0.9,28,100.27
50,141,30,50,11,26,0.95,53,100.15
58,200,34,66,10,35,0.96,65,80.3
60,244,38,69,10,33,1.01,76,80.39
51,191,35,52,7,21,0.89,59,80.54
22,11,13,21,5,10,0.67,49,100.3
26,20,9,14,5,9,0.69,73,100.28
46,111,30,47,6,11,0.81,89,100.51
59,147,41,64,10,25,0.95,48,80.36
46,98,29,51,7,25,0.85,34,100.44
43,126,27,43,11,22,1.12,60,100.29
46,163,29,49,7,21,0.8,48,100.39
36,101,18,36,6,15,0.65,54,100.23
33,116,17,33,5,11,0.62,64,100.29
36,135,20,35,5,13,0.68,65,100.38
27,42,13,22,5,11,0.64,65,100.27
24,34,12,24,5,10,0.61,57,100.23
27,110,15,27,6,10,0.6,56,100.15
28,177,15,28,6,11,0.62,59,100.17
18,19,10,17,8,12,0.72,44,100.02
15,5,6,15,10,11,0.8,36,99.86
33,111,17,36,15,19,0.95,25,99.62
19,18,9,19,11,15,0.77,29,99.76
48,195,30,55,14,18,0.88,22,99.78
47,177,27,50,9,16,0.87,46,100.24
23,54,11,22,8,10,0.7,49,100.01
19,18,9,17,12,12,0.85,51,99.74
51,196,34,52,18,18,1.07,63,79.61
48,236,31,46,10,25,1.04,42,100.35
38,187,21,38,13,20,0.89,44,99.8
32,118,18,31,11,13,0.77,56,99.85
34,135,18,33,9,14,0.76,55,100.04
23,24,15,23,11,12,0.78,42,99.83
31,63,17,31,12,20,0.81,33,99.78
47,215,31,47,11,34,1.36,16,100.57
25,48,15,22,6,23,0.96,23,100.51
32,125,17,31,6,17,0.88,43,100.45
33,131,15,31,12,16,0.8,69,99.75
50,227,27,52,15,26,0.9,58,99.67
62,226,37,71,20,34,1.08,83,79.45
67,262,40,73,14,30,0.92,89,79.92
68,314,46,76,15,28,0.9,81,79.86
69,322,49,79,12,28,0.93,78,80.22
38,200,22,38,9,18,0.7,66,100.02
44,208,27,44,12,21,0.8,58,99.87
32,124,19,31,8,15,0.71,45,100.1
23,86,10,21,9,14,0.66,42,99.86
21,81,9,18,7,10,0.65,43,100.04
20,43,9,20,6,10,0.66,47,100.15
25,91,11,25,6,12,0.64,47,100.15
27,139,12,25,6,9,0.63,68,100.15
27,119,12,26,5,10,0.6,67,100.22
28,129,13,28,5,8,0.6,73,100.23
32,136,16,32,6,9,0.62,82,100.18
23,36,12,20,7,13,0.75,48,100.17
37,116,22,38,12,15,0.91,69,99.93
51,211,34,51,10,19,0.96,64,80.3
34,101,21,34,6,16,0.79,59,100.4
25,51,12,24,5,12,0.67,56,100.29
25,74,13,24,5,11,0.65,59,100.28
28,107,14,28,5,9,0.65,62,100.29
27,93,13,25,5,13,0.69,55,100.32
28,102,15,26,7,23,0.89,43,100.34
18,31,10,16,5,15,0.7,33,100.3
26,94,14,26,6,11,0.65,45,100.19
25,103,12,25,5,8,0.62,54,100.24
24,60,13,24,5,10,0.65,53,100.28
36,214,19,36,7,18,0.78,47,100.27
34,174,21,33,6,15,0.74,56,100.35
51,312,30,54,8,23,0.74,63,80.24
38,211,19,37,8,20,0.65,54,100.04
25,109,10,22,6,14,0.61,54,100.11
23,79,9,21,5,10,0.55,59,100.14
32,164,16,31,6,14,0.6,63,100.16
32,131,17,31,7,12,0.6,67,100.07
29,122,15,29,6,10,0.59,61,100.14
24,67,12,23,5,9,0.57,56,100.19
25,87,13,25,7,8,0.56,56,99.99
30,175,16,29,7,10,0.6,66,100.06
33,217,17,31,10,13,0.63,73,99.8
45,321,23,44,11,17,0.73,83,99.86
40,311,25,39,7,10,0.71,77,100.26
44,328,28,44,10,20,0.88,69,100.16
33,248,20,31,8,14,0.67,57,100.07
31,235,17,31,12,14,0.66,44,99.63
24,75,11,21,8,10,0.65,47,99.96
47,328,26,48,14,19,0.83,52,99.69
45,306,29,47,10,15,0.7,65,99.99
36,237,21,35,12,13,0.68,73,99.69
53,340,35,57,13,16,0.8,77,79.85
60,357,42,65,15,20,0.93,84,79.85
49,326,33,51,9,16,0.76,83,100.19
38,237,24,36,6,16,0.74,86,100.38
43,253,28,43,5,17,0.78,72,100.56
42,215,28,41,6,11,0.77,88,100.45
46,237,25,44,10,15,0.88,92,100.13
45,223,28,45,7,13,0.87,88,100.45
47,260,28,50,10,18,1.03,87,100.31
50,306,34,52,14,17,1.03,85,99.97
45,281,28,46,11,12,0.82,89,100
33,181,17,33,10,16,0.89,60,100.06
35,188,19,33,7,15,0.76,71,100.25
37,160,20,35,5,12,0.78,75,100.48
34,123,18,35,5,15,0.75,62,100.43
26,96,14,26,4,10,0.73,56,100.47
26,118,12,25,5,13,0.76,53,100.38
28,194,14,28,4,10,0.68,62,100.42
25,142,12,24,4,9,0.67,58,100.39
22,79,10,22,5,10,0.64,48,100.24
23,84,11,23,7,13,0.7,42,100.11
22,74,11,22,5,11,0.7,46,100.31
28,149,13,28,5,13,0.71,54,100.34
33,171,16,32,6,16,0.73,48,100.29
43,253,20,45,8,19,0.79,50,100.19
32,153,15,32,5,13,0.69,58,100.34
30,142,17,30,5,11,0.69,60,100.36
25,89,13,24,5,8,0.62,54,100.25
28,120,15,28,4,9,0.64,64,100.39
32,167,16,32,5,11,0.65,61,100.31
35,186,18,35,5,14,0.7,60,100.38
29,147,13,28,5,12,0.68,51,100.31
32,212,13,30,7,16,0.72,47,100.15
32,174,15,31,6,15,0.7,55,100.25
30,150,13,28,6,14,0.7,61,100.23
30,170,13,28,7,13,0.7,62,100.13
30,167,14,29,6,13,0.7,61,100.24
36,214,16,35,9,17,0.7,66,99.96
29,119,13,26,7,13,0.68,58,100.11
31,129,13,29,6,15,0.68,59,100.21
30,158,12,28,5,12,0.67,58,100.29
29,148,12,27,6,12,0.68,60,100.2
33,241,14,30,6,13,0.73,74,100.27
32,221,19,31,7,11,0.84,70,100.33
36,167,23,36,11,13,1,69,100.13
46,227,28,46,11,19,0.96,68,100.14
49,228,30,50,9,21,0.87,70,100.27
52,248,33,53,12,18,0.89,74,80.02
56,289,38,60,10,17,0.95,88,80.33
55,308,37,58,10,13,0.91,103,80.28
53,308,34,56,11,13,0.85,102,80.09
33,125,20,30,8,11,0.86,83,100.26
22,61,10,21,6,14,0.73,47,100.23
31,127,14,31,5,16,0.75,48,100.39
28,97,14,28,5,14,0.7,50,100.34
35,197,19,35,9,12,0.74,67,100.03
30,186,16,28,12,13,0.83,67,99.79
36,213,21,35,20,15,0.92,74,99.13
27,94,14,23,10,10,0.66,68,99.8
28,99,12,26,8,11,0.65,56,99.97
21,40,9,17,7,10,0.55,49,99.94
33,202,15,30,10,19,0.66,57,99.81
49,296,25,47,10,26,0.76,74,100.01
52,278,33,55,12,25,0.73,86,79.86
47,231,27,47,12,24,0.64,81,99.71
45,247,23,44,9,21,0.72,83,100.05
51,259,32,51,13,20,0.86,75,79.88
55,269,38,58,11,21,0.81,79,80.09
48,183,31,48,9,16,0.75,91,100.16
37,126,23,36,6,12,0.71,79,100.34
40,243,19,39,8,20,0.69,67,100.08
49,309,26,47,9,26,0.76,77,100.12
52,324,31,56,11,25,0.8,81,80.01
44,282,25,44,8,12,0.7,103,100.15
37,220,23,35,11,12,0.88,77,100.01
34,181,23,30,16,16,1.16,44,99.79
18,44,12,16,8,13,0.9,44,100.22
21,68,13,20,14,13,1.04,45,99.77
29,131,17,28,17,13,0.86,55,99.33
31,142,19,30,17,15,0.85,68,99.34
34,170,24,31,15,19,0.96,56,99.7
27,141,17,23,15,14,0.96,58,99.63
16,29,10,12,14,15,0.98,47,99.68
20,63,11,19,21,14,0.87,49,98.88
35,149,23,34,23,15,0.77,47,98.7
54,269,37,54,19,21,0.84,50,79.31
58,306,41,52,12,24,0.93,28,80.14
23,110,13,15,15,13,0.88,43,99.51
25,88,15,21,13,12,0.76,58,99.61
33,87,23,31,18,14,0.77,64,99.2
44,134,30,42,17,16,0.75,74,99.35
54,161,37,55,15,23,0.78,93,79.65
62,220,44,63,19,23,0.86,86,79.4
57,198,40,56,18,16,0.83,74,79.43
73,263,53,68,14,17,0.83,88,79.96
52,135,37,45,16,18,0.93,60,79.7
29,48,20,26,15,16,0.93,53,99.63
31,64,19,22,9,14,0.91,54,100.2
19,20,6,10,9,12,0.93,60,100.09
17,15,8,11,9,15,0.94,49,100.12
28,52,19,23,9,15,0.88,38,100.17
38,84,26,37,7,25,1.12,20,100.68
39,128,25,39,6,19,0.87,35,100.52
33,120,18,33,5,18,0.7,37,100.38
35,232,20,35,9,21,0.83,25,100.13
27,104,9,27,12,11,0.45,53,99.34
30,103,14,30,16,13,0.48,56,99.02
42,188,25,44,22,24,0.59,46,98.64
53,221,31,57,20,30,0.63,46,78.94
38,83,24,38,14,16,0.56,66,99.4
46,95,28,47,19,20,0.62,61,99
57,141,39,57,22,23,0.68,58,78.87
54,117,36,49,11,17,0.68,55,79.94
47,77,33,40,10,17,0.7,39,100.03
21,16,13,18,11,16,0.79,46,99.82
54,149,37,52,14,25,0.88,63,79.85
60,194,43,60,12,33,0.92,23,80.15
28,40,19,24,6,22,0.89,18,100.48
16,10,10,13,10,16,0.98,26,100.08
26,69,10,23,10,11,0.69,55,99.79
44,134,18,45,14,15,0.55,56,99.33
42,81,24,42,14,22,0.64,41,99.48
55,129,33,60,18,32,0.83,32,79.36
57,131,38,65,22,33,0.82,39,79
61,165,40,71,20,34,0.79,60,79.19
63,193,44,73,22,31,0.81,69,79.05
68,229,49,75,24,24,0.9,72,78.99
49,199,32,49,12,16,0.78,79,99.9
42,158,21,42,12,19,0.58,69,99.59
54,186,32,60,20,32,0.65,58,78.97
68,260,48,82,25,40,0.79,43,78.77
64,196,43,78,19,38,0.8,42,79.33
70,189,50,82,23,44,0.87,46,79.07
72,210,51,85,22,40,0.91,47,79.22
65,224,46,76,17,40,0.9,50,79.66
83,256,61,87,23,33,0.96,62,79.27
95,245,71,97,27,31,1.1,52,79.11
122,243,92,128,27,44,1.26,57,59.48
125,273,95,134,25,50,1.43,67,59.88
58,204,42,51,15,18,1.38,52,80.3
52,182,36,46,16,21,1.13,51,79.89
82,257,60,81,15,38,1.13,46,80.23
100,274,74,104,12,52,1.27,38,80.81
94,285,70,94,13,33,1.27,56,80.67
34,110,20,33,13,15,1,61,99.9
50,146,31,50,13,18,0.78,75,99.79
57,137,34,64,20,30,0.95,63,79.29
70,228,50,74,19,29,0.9,48,79.5
65,169,46,67,16,26,0.91,50,79.77
73,180,53,79,16,37,0.95,46,79.88
79,187,58,90,12,42,1,41,80.38
110,277,82,114,22,44,1.17,21,59.79
45,189,32,42,10,16,0.99,50,100.31
23,37,14,21,8,16,0.9,22,100.24
37,89,25,31,12,14,1.01,28,100.06
38,53,26,32,13,16,0.88,23,99.84
33,39,22,23,14,15,0.7,30,99.52
39,74,27,33,13,15,0.56,40,99.53
59,135,42,45,11,16,0.54,44,79.86
41,53,29,31,10,14,0.59,42,99.88
58,126,41,50,14,23,0.78,38,79.79
84,172,61,80,11,36,0.94,33,80.45
92,188,68,90,13,37,0.92,45,80.3
101,237,75,92,9,35,0.9,42,60.75
50,111,35,40,8,15,0.91,49,100.46
29,33,20,26,11,15,1.01,24,100.11
20,9,14,18,12,14,0.96,12,99.9
20,10,13,18,12,15,0.92,16,99.85
25,24,16,24,14,15,1,14,99.76
35,72,24,32,9,17,0.91,48,100.25
85,207,63,73,13,27,1.05,62,80.38
84,222,62,70,9,18,0.86,65,80.58
80,195,59,67,6,25,0.91,49,80.9
20,10,13,16,4,16,0.97,27,100.7
19,6,12,15,8,15,1.05,30,100.37
20,21,13,18,9,16,0.93,40,100.16
36,73,24,34,7,18,0.85,37,100.39
44,91,30,42,8,24,0.96,36,100.46
72,174,52,64,6,32,0.93,19,80.85
61,154,43,53,6,22,0.87,22,80.7
54,157,38,41,4,29,0.98,12,80.96
30,106,21,26,8,22,1.07,11,100.48
18,23,11,16,10,14,1,21,100.11
28,49,17,28,8,13,1,20,100.37
32,89,19,31,5,13,1.15,13,100.84
25,50,14,25,10,12,1.24,10,100.38
23,59,11,23,11,12,1.37,19,100.38
16,22,9,13,9,10,1.16,35,100.35
34,96,24,25,10,10,1,47,100.24
31,67,21,22,7,10,0.91,49,100.42
35,65,24,30,7,9,0.93,42,100.47
29,77,19,23,8,10,0.98,36,100.37
29,87,20,22,8,9,0.79,46,100.19
41,155,29,35,10,10,0.66,58,99.95
54,233,38,46,5,10,0.57,68,80.45
34,109,24,25,4,8,0.63,48,100.47
13,2,7,8,6,9,0.78,35,100.25
21,55,14,15,6,10,0.74,50,100.28
17,28,10,14,7,10,0.68,44,100.08
21,35,14,19,6,11,0.7,35,100.24
16,14,11,14,8,12,0.71,24,100.02
24,33,16,23,8,15,0.72,27,100.08
25,48,17,19,10,18,0.78,36,99.95
28,71,19,23,8,18,0.71,46,100.1
52,155,36,43,6,18,0.67,45,80.43
43,105,30,36,5,13,0.84,39,100.64
11,2,6,8,5,12,0.97,32,100.53
12,11,7,8,8,16,0.99,25,100.26
23,68,15,19,12,20,0.73,39,99.68
40,156,28,27,10,21,0.7,53,99.98
18,32,12,15,9,14,0.61,49,99.83
21,52,13,16,11,14,0.59,51,99.62
25,54,15,19,12,15,0.57,65,99.52
37,92,25,32,12,13,0.48,72,99.53
63,177,45,55,18,25,0.66,56,79.31
119,323,89,109,18,42,0.98,33,60.07
133,324,101,123,11,39,1.14,60,61.05
146,330,110,130,8,42,1.17,69,61.47
139,324,104,126,11,44,1.28,29,61.22
65,171,46,71,15,28,0.9,64,79.86
123,319,93,124,13,44,1.1,43,60.73
57,101,40,58,6,20,0.7,57,80.5
101,291,75,105,17,27,1.03,45,60.08
124,325,94,120,17,32,1.25,20,60.49
33,52,20,33,13,19,0.81,77,99.71
65,173,37,80,11,33,0.82,65,80.09
61,134,38,70,10,29,0.74,96,80.12
92,249,68,100,15,49,1.02,46,80.2
158,327,120,141,23,36,1.2,50,40.1
80,230,57,83,9,29,0.93,55,80.6
73,203,51,74,7,25,0.94,45,80.75
93,222,69,93,9,28,1.1,43,80.89
117,267,88,107,13,24,1.21,66,60.79
82,243,60,79,7,22,0.99,59,80.89
40,187,27,37,6,15,0.83,44,100.5
32,87,20,27,6,13,0.88,69,100.48
66,249,47,66,10,24,0.98,56,80.45
44,164,30,43,5,12,0.73,49,100.53
34,147,21,33,5,9,0.66,42,100.37
19,39,12,19,12,12,0.89,22,99.81
17,30,11,17,10,13,0.78,35,99.89
26,57,18,20,6,21,0.82,23,100.4
26,61,16,25,6,20,0.97,22,100.53
31,62,20,27,9,15,1.04,38,100.34
27,44,17,27,14,13,0.75,55,99.52
32,66,18,31,9,13,0.46,65,99.74
50,164,34,50,8,31,0.77,26,100.31
45,151,31,35,6,24,0.9,18,100.61
30,77,19,26,12,17,0.9,26,99.89
24,39,14,20,13,14,0.71,69,99.55
33,109,19,29,12,17,0.62,75,99.61
60,239,40,60,14,24,0.64,66,79.64
64,236,43,72,12,29,0.63,79,79.86
77,293,57,84,23,26,0.77,87,79.04
61,206,43,62,21,21,0.68,84,79.01
71,252,47,76,17,32,0.71,69,79.48
70,192,44,87,17,37,0.72,81,79.46
77,264,53,92,14,36,0.78,92,79.91
70,217,47,81,11,25,0.72,117,80.09
71,209,49,84,12,29,0.75,88,80.04
57,181,37,63,7,18,0.72,77,80.39
39,136,19,35,12,12,0.75,78,99.74
35,107,16,27,8,9,0.63,106,99.99
30,80,20,28,8,12,0.8,58,100.2
14,2,6,11,11,15,0.8,42,99.76
16,11,9,14,10,14,0.74,42,99.83
21,28,12,19,11,15,0.75,48,99.77
43,94,25,43,13,22,0.83,40,99.78
65,195,46,69,18,34,1.04,40,79.7
68,237,49,66,10,27,0.9,50,80.39
44,124,30,39,5,15,0.8,51,100.6
39,116,25,39,6,20,0.88,41,100.53
39,117,25,39,5,12,0.73,53,100.48
35,138,20,35,5,8,0.61,67,100.31
42,168,26,43,5,11,0.63,65,100.39
53,202,35,56,6,17,0.62,55,80.37
44,157,28,44,5,11,0.53,54,100.31
29,58,16,25,6,11,0.65,64,100.21
26,53,17,26,10,12,0.72,40,99.89
22,41,13,20,13,13,0.81,61,99.64
36,107,20,34,11,14,0.6,74,99.7
45,134,23,42,14,23,0.58,78,99.41
54,168,31,55,15,29,0.62,79,79.43
68,256,43,72,15,32,0.78,96,79.71
76,261,55,83,12,32,0.89,67,80.24
64,244,46,57,8,22,0.84,43,80.5
32,53,21,29,6,15,0.73,49,100.34
32,78,21,31,7,21,0.83,26,100.34
25,47,17,22,6,13,0.8,41,100.37
30,110,19,28,11,13,0.9,41,99.99
18,34,10,14,8,10,0.87,48,100.17
22,59,13,21,10,12,0.93,44,100.06
23,65,13,20,6,8,0.81,69,100.34
19,19,10,13,12,13,0.85,58,99.75
25,50,10,17,12,14,0.71,69,99.61
48,180,29,47,10,24,0.74,70,100.03
53,192,34,56,11,25,0.83,75,80.07
59,248,41,63,11,22,0.92,87,80.23
36,73,24,34,15,18,0.93,48,99.67
35,74,24,32,13,17,0.83,37,99.77
38,123,26,30,7,10,0.8,48,100.36
16,15,10,12,8,12,0.87,40,100.17
24,55,16,22,10,14,0.93,26,100.09
33,149,22,28,8,14,1,39,100.42
20,38,13,17,4,12,0.86,44,100.59
20,23,9,14,4,10,0.78,45,100.47
27,53,16,25,5,11,0.79,49,100.45
28,76,15,28,5,9,0.64,57,100.29
30,103,16,29,5,11,0.68,47,100.34
29,93,18,29,7,15,0.86,47,100.34
31,115,19,31,4,13,0.74,52,100.53
31,114,18,31,4,8,0.63,56,100.41
29,124,16,29,4,7,0.65,64,100.41
33,194,17,33,4,8,0.65,60,100.42
26,92,13,26,6,11,0.69,51,100.22
28,105,17,27,10,11,0.8,49,99.97
39,154,25,38,8,10,0.83,70,100.28
45,194,30,45,7,12,0.84,70,100.44
39,157,24,39,7,14,0.83,68,100.37
22,62,13,21,5,13,0.73,42,100.36
17,18,9,15,5,11,0.81,43,100.4
30,127,19,29,6,10,0.9,44,100.49
18,19,10,15,6,11,0.76,37,100.26
29,113,16,29,10,12,0.8,47,99.96
34,107,21,33,6,16,0.85,46,100.46
23,53,13,21,5,11,0.72,43,100.35
16,18,9,15,5,11,0.7,36,100.29
27,95,15,27,5,7,0.62,49,100.27
26,105,13,26,5,8,0.6,49,100.23
20,46,8,18,5,13,0.61,47,100.19
28,130,15,28,5,17,0.71,37,100.36
28,126,14,26,5,12,0.63,60,100.27
26,113,13,25,5,7,0.54,62,100.17
25,96,14,24,5,8,0.55,66,100.19
26,97,14,24,6,8,0.53,68,100.07
21,58,9,18,5,8,0.48,57,100.07
22,68,10,22,5,8,0.54,56,100.14
24,84,12,23,5,9,0.6,59,100.22
19,32,9,14,5,13,0.65,43,100.24
28,115,16,26,8,11,0.71,55,100.07
22,73,11,20,7,8,0.52,52,99.93
23,101,12,22,10,8,0.54,47,99.66
17,38,10,16,8,13,0.85,33,100.15
23,79,11,22,5,11,0.68,43,100.29
29,157,14,28,5,9,0.64,49,100.28
20,64,8,15,6,9,0.57,62,100.05
23,75,12,21,5,10,0.63,57,100.25
21,51,12,20,6,12,0.6,43,100.12
25,83,10,24,6,14,0.55,39,100.05
30,130,13,29,7,14,0.55,43,99.98
25,66,12,24,6,8,0.48,53,100
28,108,14,27,6,9,0.49,50,100.03
29,121,15,28,5,9,0.51,56,100.16
36,169,18,36,6,14,0.53,58,100.11
31,118,16,30,6,11,0.55,59,100.11
30,130,16,29,6,7,0.56,60,100.12
29,124,14,29,5,7,0.61,60,100.25
28,126,14,27,6,10,0.68,42,100.22
35,208,17,34,6,13,0.72,46,100.29
22,67,11,22,5,7,0.55,49,100.16
26,98,11,24,7,12,0.57,42,99.98
28,106,13,26,7,12,0.55,51,99.98
34,190,18,31,6,13,0.6,68,100.18
40,188,23,38,7,12,0.61,78,100.14
43,184,25,43,7,11,0.65,85,100.2
42,205,24,41,7,11,0.65,85,100.19
36,145,20,36,6,10,0.59,82,100.19
40,212,21,38,7,12,0.6,87,100.11
54,306,33,56,10,16,0.76,76,80.09
47,257,30,46,13,14,0.73,57,99.73
52,275,35,54,13,14,0.7,74,79.75
41,177,24,40,6,12,0.64,86,100.28
41,171,21,41,7,17,0.68,64,100.19
60,312,32,59,10,19,0.8,95,80.12
39,192,22,37,6,11,0.73,75,100.35
21,65,12,18,6,11,0.74,42,100.26
18,26,8,15,6,9,0.59,46,100.07
24,74,9,22,7,12,0.59,44,99.98
38,242,17,36,10,16,0.65,55,99.82
25,127,11,21,8,10,0.56,62,99.87
19,54,8,19,7,9,0.54,44,99.92
16,28,4,9,6,5,0.56,49,100
23,79,13,21,9,10,0.65,50,99.88
22,55,11,20,6,9,0.58,60,100.09
23,51,11,21,6,8,0.58,60,100.09
27,104,12,24,6,9,0.58,65,100.1
29,117,13,28,6,10,0.65,66,100.18
32,124,15,29,6,11,0.64,69,100.19
31,122,14,28,6,11,0.62,81,100.16
33,174,17,29,6,10,0.69,82,100.26
27,118,13,25,6,11,0.65,56,100.18
